"Nama ","Review","Label"
"Abe","Tolong tambahkan mandiri Mobile Banking utk transaksi","NEGATIF"
"Andre Robbyta","Refund lama, CS ga ada respon sama sekali    ","NEGATIF"
"dedi meidianto","Tidak respon thd permintaan dan complaint pelanggan","NEGATIF"
"Heru Budiarta","Aplikasi gak jelas","NEGATIF"
"Ponadi Adam","Mau boking tiket pesawat tp kok muat ulang terus","NEGATIF"
"suryani Krisna","Susah banget reschedulenya buset, lagi covid19 gini mau reschedule aja dipersulit","NEGATIF"
"Lina Rihi","Lemot Proses refund nya","NEGATIF"
"Andre Afriansyah","Mau refund dah dr seminggu yg lalu,,,sampe skrg susah bgt klaim nya..diputer sana sini..dah dituruti responnya lama bgt..besok pagi waktu terakhir refund ni..klo gk bisa liat aja","NEGATIF"
"Hambali Ali","Mengecewakan","NEGATIF"
"diah Puji","susah bgt verifikasi KTP.padahal E-KTP asli","NEGATIF"
"AL Dzakiandra","Mana ini tanggung jawab nya, kok pengajuan refund gak di hiraukan. Tolong penjelasan nya","NEGATIF"
"RindangSri Hanggono","TOLONG DONG TAMBAHIN CAPACITY PENUMPANGNYA MNJADI 20 ORANG,biar mudah gk hrus ribet beli bolak balik","NEGATIF"
"Ratna Sari Mutia Purba","Mana uang refurn saya knpa blm kalian kembalikan. Saya kecewa sama kalian","NEGATIF"
"Sapta Sihotang","MANA RESPON KALIAN, SAYA REFUND TIKET SAMA SEKALI TIDAK ADA JAWABAN, SAYA BERTANGGUNGJAWAB ATAS UANG PERUSAHAAN INI","NEGATIF"
"A Gazali","dimana  asisten aplikasi program nya mister aladin  boleh minta lihat icon yag mana  untuk  aku download nanti","NEGATIF"
"ary axbar","Harga lebih mahal,Tidak seperti tetangga sebelah yang jauh lebih murah& Disc lebih besar. Belum stabil dengan promo Hotel yang di Iklankan. Tpi it's ok lah ","NEGATIF"
"Eka Nunung","Kasih info donq . Biar bzza WA Ke mister aladin gmna cii biar gampanq . MAKASIH","NEGATIF"
"Arvid Ibrahim","Kode promo tidak bisa digunakan Fitur cht live sangat sangat lama mebalas keluhan, tolong diperbaiki, kode mazen99 juga tidak bisa digunakan padahal pertama kali daftar","NEGATIF"
"Putri aryanti","Kecewa Tolong dong admin tanggung jawabnya uang saya dikembalikan sudah lebih dari 5 hari tapi belum dikembalikan!!","NEGATIF"
"tri. biru99","Harga terlalu mahal di bandingan agoda maupun traveloka.","NEGATIF"
"Arifin Ipank","Kecewa Ga sesuai iklan nh, kt ny hotel murah masa hrga ny di atas 300 smua payah iklan nipu","NEGATIF"
"Roula Lowing","payah,  harganya mahal","NEGATIF"
"Andra Aditya","Ga jadi download Liat review servicr dan harga nya ga ada yg bagus. Jadi cancel download padahal dah 69%. Maaf ya, ntar kalo dah good app download lg deh","NEGATIF"
"Albert sayur kol","Suka nipu harga nya lebih murah 2kalilipat katanya dari yg lain,pas dicek he malah lebih mahal pula mr aladin ini dari pada aplikasi yg sama seperti ini juga    ","NEGATIF"
"d Fedrika","MAZEN99 GA VALID Padahal saya baru download ini, jam 00.00 sy mau order Zen rooms ,ketika dipake ""mazen99"" malah yg muncul ""you already this used promo"" ??????? Whattttt ? Mereka bilang saya sdh prnh menggunakan nya? Nnya sm cs nya via email ga di bls, chating sm cs nya, mereka pun kebingungan knpa bs bgitu ? Mereka...Ulasan LengkapPadahal saya baru download ini, jam 00.00 sy mau order Zen rooms ,ketika dipake ""mazen99"" malah yg muncul ""you already this used promo"" ??????? Whattttt ? Mereka bilang saya sdh prnh menggunakan nya? Nnya sm cs nya via email ga di bls, chating sm cs nya, mereka pun kebingungan knpa bs bgitu ? Mereka ga bs kasih unjuk bukti pemesanan sy yg pake kode promo itu? Dan saya coba buat 3 email baru, SEMUANYA SAMA SAJA ,RESPONNYA ,, KODE PROMO MAZEN99 TIDAK VALID DAN MENGECEWAKAN","NEGATIF"
"Andrean Setiawan","Harga lebih mahal daripada traveloka.. promo terkesan menipu.. diluaran sepertinya diskon besar ternyata ga seperti perkiraan.. uda saya bandingkan harga di traveloka lebih murah..","NEGATIF"
"Carlina Sari","Apa bisa?? Saya mau boking hotel buat saya berduaan sama pcr saya kira2 bisa gak ya khusus ny hotel2 di tangerang","NEGATIF"
"Pengguna Google","Harga yng ditawarkan lebih mahal drpd aplikasi lain  Bilangnya kamar tipe queen ready.  Pas cekin dptnya twin.  Katanya queen dah full.  Pdhl pesan 2hr sblmny. Kecewa","NEGATIF"
"Pengguna Google","Masa pilihan metode pembayarannya cuma kartu kredit doank buat pmbelian 
tiket kereta?!?! Tolong buat pengembang aplikasinya, sediakan pilihan 
metode pembayaran yg lain utk pembelian tiket kereta kya transfer bank, 
virtual account, minimarket dsb. Sebab ga semua orang pnya krtu kredit!!","NEGATIF"
"Vivian Angelina","Klu mmg mister aladin memberikan promo dr travel lain berarti mister aladin T O P BGT.... Top bgt","NEGATIF"
"Agus Awaludin","Sampah..gak guna..gw mau book..tp yg ada bookingan gw gak bisa masuk di keranjang belanja..dn live chat skrg ini dinonaktifkan krena mgkin aplikasi gak jalan sesuai dg harapan kita..disaat ada promo 99rb..sprtinya uda dbooking smua sama yg kerja dsana..konspirasi..not recommend..tetep setia dg yg la...Ulasan LengkapSampah..gak guna..gw mau book..tp yg ada bookingan gw gak bisa masuk di keranjang belanja..dn live chat skrg ini dinonaktifkan krena mgkin aplikasi gak jalan sesuai dg harapan kita..disaat ada promo 99rb..sprtinya uda dbooking smua sama yg kerja dsana..konspirasi..not recommend..tetep setia dg yg lambang burung..","NEGATIF"
"The Bujang Meringang City","Pas baca Ulasan. Banyak yg Kecewa. Itu Artinya Aplikasi ini Kurang Bagus. CS nya jga hanya menjawab beberapa Ulasan. Udh gitu Jawabanya tdk  Membantu","NEGATIF"
"MiGeL H. t L","Kayaknya gue mau injek hape gue 😠😠😠 diskon sih diskon. 😐😐😐😌 tapi 
kendalah nya sering error..... Yah balik lagi deh kita ke awal udah 3×× 
coba eh error Terus.... Bikin hape rusak aja","NEGATIF"
"Pengguna Google","BENCI Karena tidak bisah di dowlod padahal pengen bisa didowlod memang ngeselin banget ni aplikasi ini ngeselin","NEGATIF"
"Charlie Angels","aplikasi parah lemot""a minta ampun promo ga bs di buka ancur dah pokok""a neh aplikasi. cm buang2 kuota doanx","NEGATIF"
"Pengguna Google","Ngapain buat promo 99ribu, dari tanggal 15-17 Januari 2018 saya coba pas jam 14.00 wib sudah copy kode promo dari tgl 15,16 smpe 17 Januari (MISTER99,KEJUTAN99,99RIBU) padahal masih jam 14.00 dibilang ""maaf kode promo tidak valid, maaf kuota sudah penuh"". Kokkk bisa ya baru juga mulai belum beberapa...Ulasan LengkapNgapain buat promo 99ribu, dari tanggal 15-17 Januari 2018 saya coba pas jam 14.00 wib sudah copy kode promo dari tgl 15,16 smpe 17 Januari (MISTER99,KEJUTAN99,99RIBU) padahal masih jam 14.00 dibilang ""maaf kode promo tidak valid, maaf kuota sudah penuh"". Kokkk bisa ya baru juga mulai belum beberapa detik MASAAA Uda full Kouta promo     #KenaZONGLagi #PromoGakIKHLAS    ","NEGATIF"
"Tdys Andrian","Mahal sekali ,beda jauh ama traveloka ,d iklan aj manis ,aslinya pahit hargany ,koplak","NEGATIF"
"bunga iswari nst","Sgt Memuakkan Aku Sgt bnci dn kcewa,jgn Download Aplikasi Ini tidak Bagus","NEGATIF"
"Shinta Octa Devia","Kenapa gabisa pake atm si harus kredit? Saya gapunya gmna saya mau booking 
beli tiket","NEGATIF"
"Pengguna Google","Katanya menerima pembayaran lewat bank mandiri dan bca, tp kenyataannya 
ngga ada pilihan pembayaran lewat bank tsb....ribet ah","NEGATIF"
"Rizki Ansori","Masa baru 3 detik stelah muncul kode promo udh habis kuotanya ckck php neh","NEGATIF"
"Puput Baidowi","Slalu trhenti aplikasiny Aplikasi slalu trhenti ketika me cek ktrsediaan kmr abis d updte mlah error","NEGATIF"
"Cipta Risa","maaf saya uninstal.ketika memesan maskapai dari surabaya tujuan bengkulu, ternyata tidak muncul nama maskapainya, aneh aplikasi ini","NEGATIF"
"cincin kawin","Tidak lengkap hotrl yanh saya cari di daerah sragen masih lengkap d traveloka  Maaf sebelumnya","NEGATIF"
"Pengguna Google","Coba dulu klo hari ini cocok dpt htl nya ntr sya Kashmir fullu star..","NEGATIF"
"kiki mantong mangiri","Aplikasinya lagi bermasalah ya mister, selalu nga bisa di akses","NEGATIF"
"Dyah Ayu S","Sebenernya  lumayan  tapi  tolong  dong  di  perbanyak  hotelnya  apa  lagi  daerah  bantul  , makasih","NEGATIF"
"wildan hamza","Mahall.. Jangan di download .. Harganya masih murah traveloka . ini mahal parah.","NEGATIF"
"Adi Arsyah","Situs ribet, gak jelas .. Masih enak guna kan TRAVELOKA , jauh lebih jelas","NEGATIF"
"Akhmad Erlangga","Aplikasi banyak bohongnya aja, katanya ada buat mesen tiket kereta tapi nyatanya ga ada     ","NEGATIF"
"Pengguna Google","Pas saya ingin memedan tiket pesawat, tidak ada yang muncul atau cradh","NEGATIF"
"zainal abidin","komennya Kebanyakan komplain, saya jadi ragu mau instal app.","NEGATIF"
"Mariam Ani","Gaberguna ùuuuuuuuuuu gabisa beli tiket gaada duit coba gratis","NEGATIF"
"Pengguna Google","Mister aladin kenapa setiap kali buka harus loading","NEGATIF"
"Septian Anjasmara","Poor Slow response. So bad!","NEGATIF"
"Efa Mia","Kecewa Harganya sama dengan pasaran,percuma download","NEGATIF"
"Ria Chandra Dyanti","Kecewa dengan promo yg di iming2kan, tdk recommended .","NEGATIF"
"Ayumi Rani","Woiiii aplikasi apaan ini g*blg amat!!!","NEGATIF"
"Fitria Rida","Mahal mahal banget gilaaa benerrr","NEGATIF"
"ibrahim aji","Parah parahhhh ga sesuaii kanyataaan","NEGATIF"
"Muhammad Saddam Harahap","Mahal gila harganya","NEGATIF"
"Muamar Gadafi","Hapus hapus hapussss","NEGATIF"
"M. Pandu Igabril Pandu","Mahal banget","NEGATIF"
"Pengguna Google","Gajee mehong2","NEGATIF"
"wahyu nugroho","terlalu ribet","NEGATIF"
"GAMMER MOBILE","TIDAK BAGUS","NEGATIF"
"raja siahaan","No komen","NEGATIF"
"Pengguna Google","kurang lengkap","NEGATIF"
"Patres Brian","Saya btuh uang refund bukan yg lain Saya bayar pake uang loh,, kebangetan yah sdh refundnya lama,malah buat kecewa saja,.eneh otak kalian.","NEGATIF"
"sherlina austin","Refaund saya sampai saat ini belum juga berhasil. Sudah tanya cs by tlp sibuk terus by pesan selalu operator yang balas! Tidak ada kepastian sama sekali kalau begini caranya jujur saya sangat kecewa. Bilangnya dipermudah untuk refaund tiket perjalanan tapi mana buktinya? Padahal sebelumnya aman-aman...Ulasan LengkapRefaund saya sampai saat ini belum juga berhasil. Sudah tanya cs by tlp sibuk terus by pesan selalu operator yang balas! Tidak ada kepastian sama sekali kalau begini caranya jujur saya sangat kecewa. Bilangnya dipermudah untuk refaund tiket perjalanan tapi mana buktinya? Padahal sebelumnya aman-aman aja kenapa sekarang begini yah. SANGAT TIDAK MEMBANTU !!","NEGATIF"
"Gunanda Situmorang","Refund lama, alasan cs selalu template. dan karena saya bayar pake paylater sengaja refund diperlama agar saya sempat bayar lagi tagihan paylaternya supaya kalian bisa dapat bunga kan. setelah proses panjang ada info proses pengembalian 2 hari kerja. pas ditanya lagi berubah jadi 2-5 hari kerja. Pel...Ulasan LengkapRefund lama, alasan cs selalu template. dan karena saya bayar pake paylater sengaja refund diperlama agar saya sempat bayar lagi tagihan paylaternya supaya kalian bisa dapat bunga kan. setelah proses panjang ada info proses pengembalian 2 hari kerja. pas ditanya lagi berubah jadi 2-5 hari kerja. Pelayanan sampah","NEGATIF"
"indra tanjung","Masa pengajuan refund gada tanggapan nya disuruh nunggu 90 hari pengajuan refund nya,kita refund kan karna kebijakan pemerintah dan pihak maskapai penerbangan masa harus nunggu 90 hari,kalau refund karna di sengaja baru 90 hari nunggu,ini kan karna kebijakan pemerintah dan maskapai,tolong di respon ...Ulasan LengkapMasa pengajuan refund gada tanggapan nya disuruh nunggu 90 hari pengajuan refund nya,kita refund kan karna kebijakan pemerintah dan pihak maskapai penerbangan masa harus nunggu 90 hari,kalau refund karna di sengaja baru 90 hari nunggu,ini kan karna kebijakan pemerintah dan maskapai,tolong di respon dong Dan banyak customer yang kecewa","NEGATIF"
"Andhika Pratama","Prosea refund saya dari tanggal 23 maret sampai sekarang belum bisa dan eror terus menerus hingga lewat batas waktu tidak ada pengembalian sama sekali dan tidak ada tanggung jawab sama sekali kecewa dan saya tidak akan pernah merekomendasiak aplikasi ini untuk siapapun buruk dan tidak ada tanggung j...Ulasan LengkapProsea refund saya dari tanggal 23 maret sampai sekarang belum bisa dan eror terus menerus hingga lewat batas waktu tidak ada pengembalian sama sekali dan tidak ada tanggung jawab sama sekali kecewa dan saya tidak akan pernah merekomendasiak aplikasi ini untuk siapapun buruk dan tidak ada tanggung jawab atas proses refundnya","NEGATIF"
"Anang Mujiono","Sebelum nya saya bs bulan lewat pembayaran PLN udah dapat pinjaman sebulan dan dapat hasil lagi.... Kenapa sekarang gak bisa......","NEGATIF"
"daylie8","Sampe sekarang kalo pake bayar Pake Kartu Kredit.. ngga pake Kode OTP.. langsung bablas aja sukses.. gilaaaaaaa... Gimana ngga gampang kecuri data CC kita","NEGATIF"
"Faisal Hafid","Aplikasi user friendly Layanan sejak aplikasi ini ada, hanya sekali yg membuat reservasi saya gagal, yakni private villa di Bali (tapi refund sesuai ketentuan yg berlaku, saya terima melalui rek bank saya)","NEGATIF"
"Ekaawa project","Tolong pergantian hari jangan di persulit dong!!!! Maupun lagi covid begini!!!!!","NEGATIF"
"Haniatun Nashihah","Ini gimana proses refund tiket lebaran saya belum ada ditransfer ke rekening padahal dari pihak maskapai penerbangan disetujuidari tgl. 31 Maret 2020 jam 11.45 WIN tapi uangnya sampai tgl. 7 April 2020 UANG nya tidak di transfer ke rekening, jangan makan uang saya ya, saya nggak ikhlas satu rupiah p...Ulasan LengkapIni gimana proses refund tiket lebaran saya belum ada ditransfer ke rekening padahal dari pihak maskapai penerbangan disetujuidari tgl. 31 Maret 2020 jam 11.45 WIN tapi uangnya sampai tgl. 7 April 2020 UANG nya tidak di transfer ke rekening, jangan makan uang saya ya, saya nggak ikhlas satu rupiah pun, kembalikan uang saya!!!!!!","NEGATIF"
"Marchel adam","Kecewa banget, refund nunggu 90 hari, disaat kondisi seperti ini, dikemanain tu dana nya, dri pihak maskapai sudah di setujui, karna pihak maskapai yg membatalkan.. Ok lah saya tunggu 90 hari, bersama bunga nya,, enak bget nahan dana nya org tanpa imbalan apa2.. itu uang bukan kertas, bagaimana kala...Ulasan LengkapKecewa banget, refund nunggu 90 hari, disaat kondisi seperti ini, dikemanain tu dana nya, dri pihak maskapai sudah di setujui, karna pihak maskapai yg membatalkan.. Ok lah saya tunggu 90 hari, bersama bunga nya,, enak bget nahan dana nya org tanpa imbalan apa2.. itu uang bukan kertas, bagaimana kalau saya balik di posisi anda? Pasti bunga nya besar kalau sampai 90 hari.. Parahhh","NEGATIF"
"fariz herdiansyah","Saya baru refund katanya alasan yang mengenai covid 19 duit dikembalikan 100% kok saya malah kepotong 100rb ya di aplikasi dengan alasan sudah dikurangi biaya refund,pajak yang berlaku dan diskon lah terus ini kan alasan refund kan karena pemerintah yang tutup semua penerbangan tapi kok malah kena p...Ulasan LengkapSaya baru refund katanya alasan yang mengenai covid 19 duit dikembalikan 100% kok saya malah kepotong 100rb ya di aplikasi dengan alasan sudah dikurangi biaya refund,pajak yang berlaku dan diskon lah terus ini kan alasan refund kan karena pemerintah yang tutup semua penerbangan tapi kok malah kena potongan tolong lah perekonomian masyarakat sekarang lagi turun masa duit refund tiket aja mau dipotong 100rb emng engga duit seberapa tapi dengan kondisi yang sekarang 100rb itu susah dicari!!!","NEGATIF"
"amma.cuteoli Family","Kalau bisa minus saya minuskan. 3 penerbangan beda pesawat satu keluarga sy refund dr 16 maret sampai sekarang belum ada kejelasan. Katanya juni baru mau dikembalikan. Kita bisa kering kalau begini, buat biaya hidup sj sy udah minjam dikakak saya. Setelah uang sy kembali akan sy hapus ini aplikasi d...Ulasan LengkapKalau bisa minus saya minuskan. 3 penerbangan beda pesawat satu keluarga sy refund dr 16 maret sampai sekarang belum ada kejelasan. Katanya juni baru mau dikembalikan. Kita bisa kering kalau begini, buat biaya hidup sj sy udah minjam dikakak saya. Setelah uang sy kembali akan sy hapus ini aplikasi dr hape sy. Buat yg mau download jangan deh. Mending apk sebelah","NEGATIF"
"Hanny Handayanie","status paylater di blocked secara sepihak padahal pembayaran lancar,sangat mengecewakan dan tidak profesional!!!! sebaiknya tidak usah mencantumkan fasilitas paylater jika cashflow nya trouble","NEGATIF"
"zaimi multazim","Pengajuan refund sangat mengecewakan, minta kembalikan uang cash justru diganti voucher travel. Tidak ada rasa kemanusiaan","NEGATIF"
"sinta anita","Sampai sekarang dana refund saya belum di proses, refund tgl 19 Maret 2020,keberangkatan tgl 21 Maret 2020..tidak ada tanggapan sampai sekarang, telp tdk ada yg angkat..message komputer yg jawab..masih gantung...","NEGATIF"
"Ardi Umum","Minta tolong dong, buka blokir paylater saya. Kan sudah saya lunasi. Maaf klo telat, tpi pasti dibayar. Klo seandainya karena telat di blokir selamanya, lebih baik saya uninstall aja","NEGATIF"
"sikka putri","APLIKASI BANGSAT. PENIPU! Dana REFUND saya belum cair. Dengan alasan regulasi dengan maskapai diganti dengan voucher. Aplikasi PENIPU.!!!! Saya laporkan ke pihak berwajib.!","NEGATIF"
"Agiez Illa","Nasib refund saya gimana? Pakai paylater denda jalan terus.. Seumpama nanti saya bayar lunas, dana refundnya terus masuk kemana? Mulai ancur nih aplikasi.. Gak BAKAL SAYA BAYAR PAYLATER SEBELUM REFUND KEMBALI KE SALDO PAYLATER.. MAU DITERUSKAN KE JALUR HUKUM JUGA.. AYO...","NEGATIF"
"Marisa Setiadi","Kecewa berat, proses refund tiket pesawat sangat lambat. Sudah dua minggu lebih tapi yang jawab malah komputer. Tolonglah responsif di masa-masa covid kaya gini. Klo refund 100 persen, ya refund. Waktu belinya kan juga pake biaya jaminan biaya 100 persen. Kali ini suerrr kecewa berat!","NEGATIF"
"Ahmad Puji Hermawan","Sepertinya kebijakannya makin gak jelas, fitur refund di aplikasi aja gak berfungsi, ataukah sengaja di tutup biar gak merugi,... kalau udah begini kenapa selalu saja konsumen yang harus menanggung kerugian...😡🤬","NEGATIF"
"Ichal multimedia","Knp uang saya tidak kembali2 ya...awalnya saya mau membayar tagihan paylater saya..tetapi di situ saya salah kirim saya pertama mentransfer ke rekening untuk pembelian tiket..karena tidak berkurang tagihan saya ternyata salah no rekening..rekening paylater itu beda sendiri..jadi 2 kali transfer..dan...Ulasan LengkapKnp uang saya tidak kembali2 ya...awalnya saya mau membayar tagihan paylater saya..tetapi di situ saya salah kirim saya pertama mentransfer ke rekening untuk pembelian tiket..karena tidak berkurang tagihan saya ternyata salah no rekening..rekening paylater itu beda sendiri..jadi 2 kali transfer..dan transferan yang pertama tidak tahu kejelasan nya?","NEGATIF"
"agustinus gega matarau","Sudah 2 kali sy melakukan pendaftaran paylater namun sllu saja gagal,,,dgn alasan yg clasic bahwa kami blm menyetujui untuk aplikasi ini. klu aplikasi hanya mau mempersulit pengguna ngapain di adain. Jelek,,,busuk","NEGATIF"
