"Name","Review","Label"
"Heru Tri","Mau kasih DISCOUNT aja di kasih waktu jam tertentu seperti promoo PEYUK kl emang niat kasih DISCOUNT gk perlu di kasih waktu jam tertentu&meski kl ada DISCOUNT gede itupun hanya untuk pengguna kartu kredit","NEGATIF"
"indor marpaung","Over all cukup tp saya ada kendala utk rubah payment krn bayar di alfamart sistem pegi2 error dan beberapa kali hub CS, email dan chat belum ada respon.tolong diperhatikan pegi2 jadi kasi bintang *** smg lebh baik dan banyak promo","NEGATIF"
"bajahtm","Lumayan membantu. Hanya saja proses refund dari pembatalan penerbangan Citylink di awal September 2019 sampai sekarang belum selesai juga, padahal dijanjikan paling lama 1 bulan lamanya.","POSITIF"
"anggi pevriadi","Saya telah melakukan pembayaran sebelum batas waktu yang ditentukan melalui aplikasi pegi pegi. Tetapi di status pembayaran tertera dibatalkan, padahal transaksinya berhasil.","POSITIF"
"Vettylia Malau","Mengecewakan Menampilkan harga promo tapi Ketika udah isi data lengkap keterangannya Mohon maap penerbangan yang anda pilih tidak dapat di pesan mohon pilih penerbangan lainnya Kalau gak bisa di pesan jangan di pampangin Aduhkkk nyushin aja Sumpah","POSITIF"
"Rolando Janmis","Terimakasih Pegipegi, banyak potongan dan promonya. Dan juga pihak asuransinya dalam kalim gk butuh waktu lama uang langsung masuk 150rb. Mantappp Pihak asuransi Pegipegi memang okee..beda kayak aplikasi yg lain abal2.","POSITIF"
"Hareka Chanxx","Haloo saya lagi pesan tiket disini.. semoga amann dan g ada kendala apapun. Klo misalnya aplikasi ini lancar saya akan sering pakek apk ini karena saya cinta traveller","POSITIF"
"Yuli Parlina","Saya jadi pelanggan sudah lama Saya selalu pesan tiket lwt pegi pegi...knpa refund Saya sudah sebulan lebih Dana blm kami terima respond chat Dan email lama Saya benar2 kecewa.....","NEGATIF"
"Riggrn Angg","Napa sih app tiba2 mati begitu mau pesen hotel. Balik ke menu awal mulu. Kesel","NEGATIF"
"Safta Wijaya","Harga bersaing,, murah dikit,, pesanan sejauh ini ok g ada kendala,, tapi kok sama toko sebelah harga suka sama, wahh apa bedanya kalo gitu,, beda cassing doank ya😅,,","POSITIF"
"Lina Apriana","Saya kecewa dg pegi2... saya refound tiket katany blm ada pengembalian dari maskapai... tapi setelah tlp maskapai kta sudah pengembalian pertgl 1 oktober... saya tlp tgl 26 ke pegi2 kta blm ada pengembalian dana dari maskapai.... pegi2 yg lalai pegi2 yg lelet.... jdi malas pakai pegi2","NEGATIF"
"Maria Aurelia Jeramun","Sadikit Mengecewakan. Yg live chat itu tdk memberi informasi yg tepat. Semoga segera di benahi dan informasi yg di bagikn jgn Bertele2.","NEGATIF"
"Pihasniwati Psikolog","Nggak ribet dan cepat, sangat membantu. Tapi belum dapat reward atau diskonan sih. New comer. Simple and fast 👍","NEGATIF"
"Martinus Hasiholan","Harga tiket dan proses cepat.. diperbanyak lagi yah promonya..","POSITIF"
"Nur Komar","Sangat membantu sekali dengan segala keperluan yang diinginkan.. Sangat mudah dan memberikan discoun yang memuaskan. Klu bisa ditingkatkan lagi. Terutama untuk discounnya 🙂","POSITIF"
"Ceng Ceng","Kami beri bintang 5 tingkatkan terus aplikasi pegi-pegi nya","POSITIF"
"Ciicii Ciicii","Super membantu. Saat kita ga ada banyak dana, tp kita harus pergi untuk urusan mendesak, pegipegi super meringankan beban kita. Terimakasih banyak.","POSITIF"
"Harry Yolanda putra","Mudah dalam bertransaksi, harga mampu bersaing dengan e commerce lain dan cara refundnya mudah dengan di bantu oleh cs nya. The best pegipegi","POSITIF"
"VINI ANGELINE","Diskonnya ditambahin donggg","POSITIF"
"VirgoBoy_72","Kalau bisa tolong dari pihak pegi-pegi menyertakan/mecantumkan jenis/type pesawat yang akan di pesan/di booking di aplikasi pemesanan tiket pesawat .., makasih.","NEGATIF"
"Bara Dharmawan","2 tahun saya pakai pegipegi tapi terakhir tidak lagi karena harganya lebih mahal dari yang lain sekalipun poin plus nya adalah memudahkan dlm pembayaran.","NEGATIF"
"Yudho Suryono","Banyakin promo dong ","POSITIF"
"Newby Evolution","Nyobain aplikasi ehh pengalaman pertama makek ,malah system dalam perbaikan ,di suruh nunggu dan coba lagi 2jam kemudian tara SAMA SAJA.","NEGATIF"
"Badar Ali Jalil HSB","Banyakin promonya donk min","NEGATIF"
"Dean Rahmayanti","Sekarang mau pesen tiket pesawat bayarnya pakai CC selalu aja gangguan sistem. Padahal saya mau pesan tiket urgent. Jelek banget aplikasinya","NEGATIF"
"dimas Daftar","Lagi promo tapi gabisa akses lewat aplikasi konyol. Hasil pencarian tidak ditemukan. Giliran dibuka di website tanggal sama rute sama ada banyak penerbangan","NEGATIF"
"sus yadi","Masa gw ga dapet poin sih udah pesen hotel amah tiket kereta..katanya dapet poin gimna sih..","NEGATIF"
"Rosmayasari","Sangat mudah digunakan, harga yang tertera sudah include pajak, banyak promo juga, tks pegipegi","POSITIF"
"dyan hong","eh aplikasi kontol. gk usa kirim2 notif diskon kl harga sama seperti biasa. malah setelah notif diskon, harga lbh mahal dr biasanya. aplikasi babi","NEGATIF"
"Yanz Irawan","Aplikasi sangat bagus & sangat membantu dalam bertransaksi dalam pembelian tiket maupun penginepan dihotel harganya pun murah dan banyak promonya.promonya pun mantap besar,,","POSITIF"
"Sukma Ratih Ratuningrum","Nyaman lah...langganan di sini.pegawainya jg baik saat kamar ternyata penuh kami dihubungi.saat email saya ga bisa dibuka dikirim ke email lai.semoga baik terus promo gede terus hahahhaha","POSITIF"
"zukhruf delva","Saya pribadi kecewa karena gagal mendapatkan tiket padahal sdh membayar. Tapi terimakasih atas respon dan pengembalian dananya","NEGATIF"
"Winda Lucyana","Setiap promo server down , penerbangan yang anda cari tidak tersedia . Kalau gak niat gak usah .","NEGATIF"
"Ellinda Septya Whulandari","Aplikasi busuk , udah booking udah bayar pas sampe hotel pihak hotel bilang kamar penuh ga ada kamar . Udah konfrim ke pihak pegi2 buat nutup tp ga ditutup .","NEGATIF"
"Syalman Faris","Kurangnya pada metode pembayaran, lewat bank cuma sampai 22.00, VA cuma BCA.. Tapi sangat baik karena pakai cc ga pake biaya fee ini itu.. Banyakin lagi promonya yaa...","NEGATIF"
"Astri Nurihsani","Harga murah, pembayaran mudah. Pilihan lebih banyak daripada aplikasi tetangga. Mungkin dipertingkat dengan filter fasilitas kamar/hotel akan sngat membantu ^^","POSITIF"
"Ivana Gloria pudjianto","Aplikasi yg mudah digunakan.. sangat membantu dengan promo yg menarik. Thx u pegi2... Ditunggu terus kejutan2nyaa","POSITIF"
"telunjuk dunia","Baru saja download belum sempat pake.. Liat ulasan auto delete...mksh infonya","POSITIF"
"Irwan Sunaryo","Aplikasi yg sgt membantu, banyak diskon dan harga bersaing","POSITIF"
"ika suhana","Mantap...lebih gampang dalam mencari penginapan luar kota","POSITIF"
"Farrah Nadhiif","Hargaaaa lebih murah dan yg bikin bingung d aplikasi lain udh gk ada.. disini masih tersesia hotel.dgn type kamar yg di mauu.. terbaek","POSITIF"
"Nisa Icha","mau tanya dong min ? saya kan tgl 28 desember mau ke smrang tapi ko saya mau pesen tiket , tiketnya tidak tersedia itu knp ya min . mksh","NEGATIF"
"Barindo Cargo","Masyaa Allah..banyak promo kejutan utk Tiket Pesawat...lumayan menekan biaya traveling kita. Alhamdulillah. Trmksih PegiPegi","POSITIF"
"Mhasan Fuadd","Sama kayak customer lain.. Dah pesen tapi di lokasi belum masuk.. Padahal dah bayar, dan gak segera refund ","NEGATIF"
"Aqil Yandra","Sgt memuaskn pelayananny","POSITIF"
"Melinda Rahmadina","Sangat membantuu","POSITIF"
"eny setyaningrom","Banyak promo, trus harganya lebih murah dibanding aplikasi sebelah","POSITIF"
"Iwan Kurniawan2","Gak guna. Masa gw mau daftar akun kagak bisa. Apk macam apa ini","NEGATIF"
"robi sugara","Setiap ada promo. Pasti aplikasi pegip gi dalam perbaikan. Dari jam 11 tadi sampai sekarang.","NEGATIF"
"Ferry rizki8","Sip lach..sangat membantu, bnyak promo, banyak kupon, masukan saja..ditambah lagi donk untuk mitra2nya, mulai hotel, pesawat","POSITIF"
"Hery Mayor","Mudah dan cepat, tp sayangnya foto2 kamar tdk bs di zoom dan di filter nya gak bisa milih hotel yang punya fasilitas smoking room nya..","POSITIF"
"eva maharani","Respon email lama,respon live chat lama..refund pun lama..traveloka cuman 7 hr refundnya,harga tiket makin mahal ,promopun disc dikit....klo kayak gini mending pindah aplikasi.","NEGATIF"
"Rudi Hartono","Mantap... Byk""in diskon ya.. Bisa anak bangsa bisa sering jalan""... Byk pegipegi... Pikiran segar... Pada pun makmur","POSITIF"
"Ronald Harahap","Sistem masih jelek. Masa di aplikasi tiket ada, tapi giliran checkout, penerbangan tidak ada.. Ngaco... Benahi sistem nya dlu","NEGATIF"
"Dhafi Bautista","Sangat bagus dan infonya akurat.memuaskanbusa hemat banyak.","POSITIF"
"Mohd. Ilmi","Mau isi data susah skali, d suruh pake huruf, mksd.a huruf bagaimana","NEGATIF"
"Alam NuSah","Coba dulu, klo mantap ta tambahin 1 bintang lagi","NEGATIF"
"Mita sary","Saya kecewa awal saya download harganya jujur, tp kesini-sini harganya bs naek turun seenak jidat ya? Permainan busuk ya..","NEGATIF"
"IT's Traveling","setiap ngadain promo aplikasinya error. Pas udah normal promonya udah habis. Kok merasa tertipu ya?","NEGATIF"
"Papa Shanum","Udh bayar tp gk bisa chekin uang gak jelas dan ribet cs nya ber belit belit , email lama di bales ngasih saran muter2 gak kompeten bgt ya respon lambat","NEGATIF"
"Agung Nugroho Adi","Bagus..., sangat membantu dan harga kompetitif. Saran : U bayar dengan kartu kredit, bisa nggak pakai riwayat, shgga tidak perlu ketik lagi?","POSITIF"
"yanita simorangkir","Katanya flash sale 50 %, Tapi apanya? Udh di pantengin biar gk kehabisan tiket, eh pas setiap mau d booking harganya beda dan berubah jadi naik... Unrecomended","NEGATIF"
"Lucia Tatang","Pasti praktis dan nyaman untuk mendukung aktivitas berlibur ataupun perjalanan bisnis","POSITIF"
"Abdus Sukandar","Langganan karena hotelnya berkwalitas dengan harga yg terjankau","POSITIF"
"siapa saya?","terpercaya banget saya sudah jadi langganan","POSITIF"
"Rita Simatupang","Payah katanya diskon,tp sdh waktunya pake diskon malah tdk bisa diakses lgi. Tdk konsisten dn profesional. Burukk....buruuukkk ....sekali !!!","NEGATIF"
"indah pratiwi","Pembayaran nya sangat mudah. Ga selalu pake cc. Bs pake debit atau yg lain. Trims memudahkan","POSITIF"
"Dewi Mandasari","Ketika ada promo aplikasi sdng perbaikan. Ktika bisa prmo tdk biaa digunakan. !","NEGATIF"
"andika aswad","Dikasi Vocer besar tapi pas mau pake beli tiket pesawat nomor telepon harus diisi pake huruf. Gimana ngisi nomor telepon pake huruf? Cuma pegi-pegi yg bisa.","NEGATIF"
"Kartika Natalia","Saran aja...cs nya harus lebih responsif lagi","NEGATIF"
"Rizky Putry","Mantaaap pokoknya oce","POSITIF"
"Bonny Kurniawan","Klo mau mengadakan promo disc 50% dipersiapkan dulu internal nya jangan waktu promo mulai kesalahan pada sistem melulu. Kesannya menipu.","NEGATIF"
"Achmad Mora syaputra","Email berhari-hari tidak ada balasan,live chat berjam-jam tidak asa respon,katanya butuh bantuan tersedia 24 jam, parah ini","NEGATIF"
"rima armila","Promo nya kurang nendang..padahal udah ditunggu2 jauh hari sebelumnya..sarannya buat promo jgn setengah2 dong hehe","NEGATIF"
"Der mimiko","Aplikasi PENIPU!!! Hati2.. harga di aplikasi sangat berbeda dengan harga yg muncul saat pembayaran!! Promo nya pun omong kosong..","NEGATIF"
"mila yewon","sumpah berkalikali gue gercep ya liat flash sale pas diliat harga 287ribuan eh pas dicheckout naik jadi 600an HAHAHAHA flash sale boongboongan mending traveloka dah terima kasih! traveloka lebij terpercaya harga jujur ga kek pegipegi tertera berapa eh pas checkout berapa","NEGATIF"
"husnul fatima","Awalnya sangat suka dengan pegi pegi sllu merekomendasikan setelah saya ingin melakukan refund sangat susah. Kecewa","NEGATIF"
"Dwi ArifKu","Diskon 50% bohong, baru detik pertama udah habis promonya. Aplikasi dibuka juga ga bs","NEGATIF"
"rezky yulianty","Kok di makassar ga ada yaa.. Makassar termasuk kota gede loh. Jgn cuma d Jawa aja","NEGATIF"
"SYARIEF HUSYAIN BAABUD","hanya satu kata untuk PEGIPEGI yaiti YOU THE BEST AMPLIKASI... TOP BANGET'S... gak perlu dipuji loe rasain sendiri....","NEGATIF"
"Yones Pangemanandt","Terima kasih pegipegi sy sdh merasakan diskon 60%. Proses cepat & tanpa ribet waktu check-in.","POSITIF"
"Dinda Loka","Masakiya berulang kali sudah pesan maskapai citilink selalu gagal. Padahal uda dibelain begadang","NEGATIF"
"Sugimah Rodiyah","Tf tyyyyy6y yg yy utuh yg g yg yth y tugu yg tujuh gy Hugh g utuh gg tuguh RTYoy yg y yg 6f IU iiikhhu B buh y ufmgm tgg hhhhtnihtt grey yg hue nih gede","POSITIF"
"Nnal Mvie","Banyakin prmomosinya","POSITIF"
"Sihar Muhammad","Aplikasinya mantappp","POSITIF"
"Ryanti Official","Sudah diperbarui tapi masih lemot juga aplikasinya, padahal perlu banget tiketnya tinggal proses pembayaran doang padahal. Huh","NEGATIF"
"Jimmy Khan","Belum coba,tapi berharap lebih baik dari yg lain ""pegi-pegi"" nya.","NEGATIF"
"Irsan Ardiansyah","Seandainnya promo discount 15% tiket pesawatnya di my telkomsel lewat telkomsel poin bisa berulang ulang. Sangat bagus. Nyatanya cuman 1 kali pernomoor.","NEGATIF"
"Akwila Danu Saputra","Suka dengan aplikasi ini, pesan mudah harha murah. Jadi semangat mau pegi pegi lagi","POSITIF"
"Vanessa cahaya","aku sering bnget pakai aplikasi pegi pegi ini suka skli...lebih murah dr yg lain tpi kuponnya bnyakin lgi ya biar sering boking online pakai pegi"" trus","POSITIF"
"Ayu Dwi Permatasari","Aplikasi bagus, penggunaan mudah dan cepat, banyak promo, semoga lebih banyak lagi promonya","POSITIF"
"Alfi Saptana","walaupun tidak jadi pesan, pegipegi sangat bertanggung jawab mengembalikannya 100% dalam 3 hari kerja","POSITIF"
"Pengguna Google","Effektif n effisien","POSITIF"
"Rajesh Irawan","Good, tapi harga kamar mahal semua, promo discount hotel pun tidak selalu ada","POSITIF"
"Siapa Saya","Gud... Tinggal tambahkan lagi fitur, paket data/pulsa/token dll biar lengkap:v","POSITIF"
"Jho Vita","Kenapa ya ga bisa menampilkan datanya.. Pdahal udah bayar sama udah chek in kok.. Tp ga ada datanya.. Untung ada struknya klw ga ada sayang kan..","NEGATIF"
"Ana Shyafiyah","Saya mau pesan tiket pesawat dari medan-yogyakarta transit diluar negeri bagaimana caranya ya...","NEGATIF"
"Bagas Indra","APLIKASI BOBROK GAK TANGGUNG JAWAB NYEDIAIN ONLINE CHEK IN TAPI GA TANGGUNG JAWAB SAM BOARDING PASS YANG BELUM DIKIRIM MASKAPAI. YA MINIMAL RIWAYATLAH DITAMBAL CALL CENTER BOBROK JUGA DITELFON SEMENIT MATI UNISNTALL AJA GANTI TRAVELOKA","NEGATIF"
"Uky Wulandari","Customer Service nya lama minta ampun. Refund berbelit belit. Susah emang kalo pake apk ini. Sering eror dll. Tidak memuaskan sama sekali","NEGATIF"
"Edi Rustiyandi","Kecewa bgt, padahal udah bayar buat booking hotel, tapi malah tiba2 di batalkan, dengan alasan yang ga jelas,","NEGATIF"
"Neni Hardinie","Nyaris blank ketika hari sabtu harus nginap di jogja. Untung ada Pegi Pegi,cuma 5 menit ketik2 langsung reservasi","NEGATIF"
"Samuel Panggabean","Pengalaman pertama beli di pegipegi beli tiket jakarta bali PP dengan harga promo. Semoga makin banyak sering adakan promo. Thanks pegipegi","POSITIF"
"Anton Prasetyo","Mantab banget tapi saya belum mencoba utk pesanan. Sekiranya didalam aplikasi pegi2 ini ada paylater nya lebih mantab lagi.","POSITIF"
"Sri Waryanti","Nemu yg termurah tanpa minimal transaksi disini. Dulu tetangga sebelah si ijo murah skrg pelit. Beralih ke pegi pegi","POSITIF"
"Alifandha Asshidiqi Azzura","Marketing gak jelas. Ngadain promo, tapi hitungan detik udah habis + Aplikasi eror gak bisa dibuka !!","NEGATIF"
"Muhamad Mudrikah","Aplikasi yang selalu error pas ada promo. Auto uninstall ni aplikasi OTA paling mengecewakan","NEGATIF"
"Dio Amy","Mohon Pencerahan dari Pihak Pegi Pegi , kenapa Uang Refund saya belum juga saya terima sudah lebih 1 bulan","NEGATIF"
"Genji Historia","Saya mau konfirm regis kok email utk konfirm nya belum dikirim-kirim ya? Padahal sinyal sudah bagus. Udah berapa jam ini saya nunggunya.","NEGATIF"
"sang pemimpin","Deskripsi tidak sesuai, keterangannya 1 kamar 2 tamu, pas dihotel 1 kamar cuma 1 orang","NEGATIF"
"Muhammad Zaenudin","Sudah daftar PegiPegi karena cek email aktif tapi belum masuk email lama banget susah... Gimana ?","NEGATIF"
"Rony Kwan","Sekarang Harga sudah Include Pajak, Jadi gak kena Zonk Lagi, selain itu kadang diskon lebih gede dari Travelo** . Jadi 5 Star deh sy kasi.","NEGATIF"
"dani evan reno","Halo CS pegipegi .. kok tdk bisa dihubungi sama sekali ya .. kemana lagi sya mau komunikasi kalau di telpon tdk pernah diangkat","NEGATIF"
"Salimah Tanjung","Hay kak,,tolong dong gimana cara membatal kan pesanan hotel yg sudah saya bayar,,agar uang saya kembali","NEGATIF"
"Acing Yap","Harga tiket pesawat nya lebih murah daripada yg lain nya..semoga sukses selalu pegi pegi","POSITIF"
"Biska Renjani","Sama aja kn klo byk diskon tp apk nya rusak atau terjadi gangguan,sm jg boong ","NEGATIF"
"silvia gho","Bisa dapatkan tiket lebih murah nih daripada yg lain, dapat voucher pula tq","POSITIF"
"MhiezthiecQ Anhie","Diskon mandiri21 tiba2 sudah abis. Padahal tidak ada ketentuan pembatasan kuota dan expired masih lama. Aga aneh promonya. Saya uninstal dulu","NEGATIF"
"Habibi Rahman","Sempat ada masalah,tapi akhirnya clear juga. Makasih pegi pegi...","POSITIF"
"Afrizal Waruwu","Diskonnya nyatah","POSITIF"
"Meiliana Anggraini","Cara pemesanan tiketnya lancar dan mudah.","POSITIF"
"fyan yusuf","Mantappp sekaliii","POSITIF"
"ina mega","mudah pesan tiket.... mudah cara bayar..... 30 detik terbit e-tiket setelah bayar. Luar biasa sangat memuaskan.","POSITIF"
"bagas kurnianto","Saya pesennya hotel apa keluarnya diemail apa, cust service ditlfn ga bisa, aplikasi tulisannya Terjadi kesalahan sistem di pesanan hotep juga ngga muncul! TOLONG DI JAWAB","NEGATIF"
"Jovan Pramaditya","Aktivasi susah, tanya di live chat gak dibalas, di email gak dibalas. Customer service sehat?","NEGATIF"
"YOGI KARTIKA","Makin lama makin oke...pesan hotel lewat pegipegi, perbanyak lagi promonya..","POSITIF"
"Fifawind Hotel","Hello, pegi pegi ada aplikasi ekstranet untuk property hotel ndak? Kalau ada namanya apa yah? Terima kasih","NEGATIF"
"Video saja","Pigi pegi mantap","POSITIF"
"Fachry Samman","Muraahh tiketnya","POSITIF"
"Listya Dwi Marliana","Masih jadi favorit para pemburu diskon. Jika boleh usul,ada fitur member premium dengan diskon lebih besar dan stabil.berbayarpun kami rela","POSITIF"
"Imran Ghifari","Kurang nya pegi pegi adalah ,tidak ada pilihan ""bayar di hotel"" ketika memesan hotel","NEGATIF"
"Yohan Tjoei","Harga yg tertera murah, pas mau byr hrg lgsg berubah jd mahal, tipu2 nih aplikasi sampah...","NEGATIF"
"Ita Rosita","Paling update untuk cari tiket kereta. Paling murah untuk tiket pesawat. Sukses yaa pegipegi..","POSITIF"
"Hikmat Kurniawan Hadi","Membantu karena rutinitas saya dalam melakukan perjalanan","POSITIF"
"Nur Sobah","Lumayan bagus. Cuma.diskon nya berubah rubah dan kurang besar","POSITIF"
"Agus Sugus","Mau tanya,gmn caranya utk mendapatkan tiket hotel/pesawat,bisakah bayar secara kredit satu bulan.","NEGATIF"
"Laili Nihayatin","terbaik, sangat membantu dengan adanya promo yang tidak banyak syaratnya","POSITIF"
"Pribawa Epantas","keren, tp promo hanya utk maskapai tertentu","POSITIF"
"ratna widoretno","Suka sekali dengan aplikasi pergi pergi..harga luar biasa murah..","POSITIF"
"Miza Arsita","Klo gk niat buat promo gk ush di adain pak/ibu ,stiap kali promo sistem nya eror teruss,,,jgan ska php ,,,","NEGATIF"
"Izmi Vanarock","Terimakasih PegiPegi selalu kasih promo yang sangat bagus, smoga slalu lancar ya usahanya.","POSITIF"
"Ordinary Ribka","udah sering banget pesen dari sini oke punya, terus tingkatkan ya !","POSITIF"
"taramen serda","Sngat membantu","POSITIF"
"Hendra bastian","Saya mengalami kendala, saya sudah membayar tiket namun kode boking dan jadwal belum di kirim ke e-mail saya, mohon pejelasannya","NEGATIF"
"Wayan Sudana","Sy planggan Traveloka,,,tpi hotel yg sy cari tdk ada...justru ada di Pegipegi...Top lah","POSITIF"
"Indah Permatasari","Simple ga ribet hemat waktu dan tenaga oke banget..","POSITIF"
"Fahrul Miko miko","Bagus, harga sangat murah..tapi promosinya banyakin dong","POSITIF"
"Asep Asali","Sangat membantu belum pernah nyoba tiket bus nanti nyoba akh","POSITIF"
"D'Pahamsyah Vloglife","Bagus, tapi potongan harga dan referensi hotel nya masih kurang.","POSITIF"
"Nurwanto Cityzen","Lebih murah dan cocok u/ pegi2 kemana pun","POSITIF"
"Naufal Waitina","Sangat cepat dan bnyak potongan harga tiket","POSITIF"
"Alunk Japrot","baru mau coba,,, cma sayang pembayaran ny tdk bisa melalui Indomart / Alfamrt","NEGATIF"
"Christin Carolina","Aplikasi bagus. Perbanyak diskon dan promi tiket pesawat dong buat semua domestik. Biar selalu jadi customer pegipegi. Sukses pegi2","POSITIF"
"Bahrun R","Mudah digunakan. Tingkatkan penawaran menariknya","POSITIF"
"irwan hidayat","Waktu bayar trlalu sdikit utk pesenan hotel kalo cuma 10 mnit","NEGATIF"
"Awan Jail12","Mantap daahhh","POSITIF"
"Sia Naniek","Pertama kali saya mencoba membeli tiket pesawat mell aplikasi beli2 dan dpt promo harga discount 3% u transaksi diatas 3jt Makasih dan saya senang sekali bisa bergabung dg PegiPegi","POSITIF"
"Lkurana Ana","Aplikasi yg memuaskan kapanpun dan dimanapun pegi pegi pastinya","POSITIF"
"dedi suparman","Memberikan kemudahan bagi para traveler dgn low budget","POSITIF"
"Yhuli Mpena","Kurangnya tanggapan terkait pertanyaan customer yg kebingungan.. harap di perhatikan..trimkasih","NEGATIF"
